config_id,arch_config,arch_path,workload_name,work_config,work_path,event_path,metric_path,run_path,checkpoint_path
360,97,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_97.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_97/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_97/config_3/checkpoint.json
361,96,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_96.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_96/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_96/config_3/checkpoint.json
362,95,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_95.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_95/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_95/config_3/checkpoint.json
363,94,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_94.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_94/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_94/config_3/checkpoint.json
364,93,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_93.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_93/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_93/config_3/checkpoint.json
365,92,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_92.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_92/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_92/config_3/checkpoint.json
366,91,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_91.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_91/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_91/config_3/checkpoint.json
367,90,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_90.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_90/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_90/config_3/checkpoint.json
368,89,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_89.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_89/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_89/config_3/checkpoint.json
369,88,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_88.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_88/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_88/config_3/checkpoint.json
370,87,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_87.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_87/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_87/config_3/checkpoint.json
371,86,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_86.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_86/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_86/config_3/checkpoint.json
372,85,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_85.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_85/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_85/config_3/checkpoint.json
373,84,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_84.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_84/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_84/config_3/checkpoint.json
374,83,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_83.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_83/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_83/config_3/checkpoint.json
375,82,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_82.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_82/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_82/config_3/checkpoint.json
376,81,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_81.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_81/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_81/config_3/checkpoint.json
377,80,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_80.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_80/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_80/config_3/checkpoint.json
378,79,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_79.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_79/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_79/config_3/checkpoint.json
379,78,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_78.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_78/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_78/config_3/checkpoint.json
380,77,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_77.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_77/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_77/config_3/checkpoint.json
381,76,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_76.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_76/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_76/config_3/checkpoint.json
382,75,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_75.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_75/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_75/config_3/checkpoint.json
383,74,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_74.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_74/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_74/config_3/checkpoint.json
384,73,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_73.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_73/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_73/config_3/checkpoint.json
385,72,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_72.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_72/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_72/config_3/checkpoint.json
386,71,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_71.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_71/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_71/config_3/checkpoint.json
387,70,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_70.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_70/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_70/config_3/checkpoint.json
388,69,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_69.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_69/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_69/config_3/checkpoint.json
389,68,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_68.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_68/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_68/config_3/checkpoint.json
390,67,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_67.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_67/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_67/config_3/checkpoint.json
391,66,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_66.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_66/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_66/config_3/checkpoint.json
392,65,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_65.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_65/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_65/config_3/checkpoint.json
393,64,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_64.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_64/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_64/config_3/checkpoint.json
394,63,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_63.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_63/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_63/config_3/checkpoint.json
395,62,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_62.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_62/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_62/config_3/checkpoint.json
396,61,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_61.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_61/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_61/config_3/checkpoint.json
397,60,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_60.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_60/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_60/config_3/checkpoint.json
398,59,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_59.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_59/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_59/config_3/checkpoint.json
399,58,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_58.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_58/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_58/config_3/checkpoint.json
400,57,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_57.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_57/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_57/config_3/checkpoint.json
401,56,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_56.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_56/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_56/config_3/checkpoint.json
402,55,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_55.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_55/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_55/config_3/checkpoint.json
403,54,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_54.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_54/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_54/config_3/checkpoint.json
404,53,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_53.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_53/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_53/config_3/checkpoint.json
405,52,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_52.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_52/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_52/config_3/checkpoint.json
406,51,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_51.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_51/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_51/config_3/checkpoint.json
407,50,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_50.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_50/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_50/config_3/checkpoint.json
408,49,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_49.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_49/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_49/config_3/checkpoint.json
409,48,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_48.architecture.yaml,llama_3_70b,3,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_3.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_48/config_3,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_48/config_3/checkpoint.json
